NAME,CODE,IS_GROUP,CHILDREN,HIERARCHY,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL13,LEVEL14,LEVEL15,LEVEL16,LEVEL17,LEVEL18,LEVEL19,LEVEL20
Forage plants,FORAGE_PLANTS,false,,ALL#BULK#FORAGE_PLANTS,ALL,BULK,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS,FORAGE_PLANTS
Large cattle and calves meat,LARGE-CATTLE-CALVES-MEAT,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#LARGE-CATTLE-CALVES-MEAT,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT,LARGE-CATTLE-CALVES-MEAT
Safflower ByProduct,BYPSAFF,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#SAFF_BYPSAFF#BYPSAFF,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,SAFF_BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF,BYPSAFF
Cacao,CACAO,false,,ALL#AGS#CACAO,ALL,AGS,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO,CACAO
Canola Seeds,CANOLA_S,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#TURNRAPE#RSS_BYPRSS#RSS#CANOLA_S,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,TURNRAPE,RSS_BYPRSS,RSS,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S,CANOLA_S
Cili,CILI,false,,ALL#AGS#CILI,ALL,AGS,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI,CILI
Millet Imported,MILLET_IMPORTED,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_CEREALS_OTHERS#MILLET#MILLET_OTH#MILLET_IMPORTED,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_CEREALS_OTHERS,MILLET,MILLET_OTH,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED,MILLET_IMPORTED
Chilled white shrimp,CWS,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#CWS,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,CWS,CWS,CWS,CWS,CWS,CWS,CWS,CWS,CWS,CWS,CWS,CWS,CWS,CWS
Beef Byproducts,BEEF_BYPROD,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#BEEF#BEEF_BYPROD,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,BEEF,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD,BEEF_BYPROD
compound for growing and finshing,COMPOUND_GROWING_FINISHING,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#COMPOUND_GROWING_FINISHING,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING,COMPOUND_GROWING_FINISHING
Wind Energy,ENERGY_WIND,false,,ALL#ENERGY#ENERGY_WIND,ALL,ENERGY,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND,ENERGY_WIND
Chicken eggs for consumption,CHICK-EGGS-CONSUMPTION,false,,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION,CHICK-EGGS-CONSUMPTION
Wheat No.2 CW RS,W2CWRS,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#CWHT#W2CWRS,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,CWHT,W2CWRS,W2CWRS,W2CWRS,W2CWRS,W2CWRS,W2CWRS,W2CWRS,W2CWRS,W2CWRS,W2CWRS,W2CWRS
Net value,NETVAL,false,,ALL#OTHERS#OTHINC#NETVAL,ALL,OTHERS,OTHINC,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL,NETVAL
Residual Fuel Oil,FUEL_OIL_RESIDUAL,false,,ALL#FUELS#FOSS_FUEL#CRUDE_AND_PETROLEUM_PRODUCTS#FUEL_OIL_RESIDUAL,ALL,FUELS,FOSS_FUEL,CRUDE_AND_PETROLEUM_PRODUCTS,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL,FUEL_OIL_RESIDUAL
Blends for growing and finishing sheep,BLEND_GROW_FINISH_SHEEP,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#BLEND_GROW_FINISH_SHEEP,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP,BLEND_GROW_FINISH_SHEEP
pork lean mince,PORK_LEAN_MINCE,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#PORK#PORK_LEAN_MINCE,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,PORK,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE,PORK_LEAN_MINCE
Semi-hard sliced cheese,SEMI-HARD-SLICED-CHEESE,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#CAC#SEMI-HARD-SLICED-CHEESE,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,CAC,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE,SEMI-HARD-SLICED-CHEESE
Toughened Glass,TGAS,false,,ALL#OTH_PROD#TGAS,ALL,OTH_PROD,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS,TGAS
Organic composite solvents,ORG-COMP-SOLVENTS,false,,ALL#CHEMS#ORG-COMP-SOLVENTS,ALL,CHEMS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS,ORG-COMP-SOLVENTS
