NAME,CODE,IS_GROUP,CHILDREN,HIERARCHY,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL13,LEVEL14,LEVEL15,LEVEL16,LEVEL17,LEVEL18,LEVEL19,LEVEL20
whole Oilseeds,WHOLE_OILSEEDS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#WHOLE_OILSEEDS,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS,WHOLE_OILSEEDS
"Horses, 1 to under 3 years",HORSES-1-3-YR,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LHOR#HORSES-1-3-YR,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LHOR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR,HORSES-1-3-YR
Others Oilseeds ByProducts,BYPOILSEEDS_OTH,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#BYPOILSEEDS#BYPOILSEEDS_OTH,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,BYPOILSEEDS,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH,BYPOILSEEDS_OTH
Pea Forrage,PEA_FORRAGE,false,,ALL#AGS#BULK_AGS#PULSE_PROT_PROD_GRAINS#PULSES#PEA_FORRAGE,ALL,AGS,BULK_AGS,PULSE_PROT_PROD_GRAINS,PULSES,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE,PEA_FORRAGE
Palm Tree Seedlings,PT_SEEDLINGS,false,,ALL#PALM_TREE#PT_SEEDLINGS,ALL,PALM_TREE,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS,PT_SEEDLINGS
Butane,BUTANE,false,,ALL#FUELS#FOSS_FUEL#CRUDE_AND_PETROLEUM_PRODUCTS#LPG#BUTANE,ALL,FUELS,FOSS_FUEL,CRUDE_AND_PETROLEUM_PRODUCTS,LPG,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE,BUTANE
Soft wheat Germany,SWHTGER,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHTGER,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHTGER,SWHTGER,SWHTGER,SWHTGER,SWHTGER,SWHTGER,SWHTGER,SWHTGER,SWHTGER
Energy,ENERGY,false,,ALL#ENERGY,ALL,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY,ENERGY
Cotton Apparel Knitted2,CTAK2,false,,ALL#BULK#FIBER#CTA#CTAK#CTAK2,ALL,BULK,FIBER,CTA,CTAK,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2,CTAK2
Non-processed sheep cheese,CHEESE-SHEEP,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#CAC#CHEESE#CHEESE-SHEEP,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,CAC,CHEESE,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP,CHEESE-SHEEP
Soft White 11.5,SW_115,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHTUSA#SW#SW_115,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHTUSA,SW,SW_115,SW_115,SW_115,SW_115,SW_115,SW_115,SW_115
"Beef, boneless, except processed, fresh or chilled",BBEPFC,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#BEEF#BBEPFC,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,BEEF,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC,BBEPFC
"Cattle, 2 years and over, bulls and oxen",CATTLE-2YR-BULL-OX,false,,ALL#AGS#BULK_AGS#LIVESTOCK#Cattle_LV#CATTLE-2YR-BULL-OX,ALL,AGS,BULK_AGS,LIVESTOCK,Cattle_LV,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX,CATTLE-2YR-BULL-OX
200 to 499 animals,200-499-ANIMALS,false,,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS,200-499-ANIMALS
CF: Turkey,CF_TURK,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#CF_TURK,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK,CF_TURK
Other ligno-cellulosic (not saw and veneer logs),OTH_LIGCELLUL,false,,ALL#OTHERS#WASTE#OTH_LIGCELLUL,ALL,OTHERS,WASTE,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL,OTH_LIGCELLUL
Fresh or Frozen Broiler,LS_B_FF,false,,ALL#LS_B_FF,ALL,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF,LS_B_FF
Can-24,FERT_CAN_24,false,,ALL#AGS#FERT#NITROGEN#FERTNITRO#NITRATE#FERT_CAN#FERT_CAN_24,ALL,AGS,FERT,NITROGEN,FERTNITRO,NITRATE,FERT_CAN,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24,FERT_CAN_24
Siderurgical Products,SIDERP,false,,ALL#SIDERP,ALL,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP,SIDERP
Sea Fish Meal (63%),SFM_63,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#SFM_63,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63,SFM_63
Bioethanol Crop-Based,BIOETH_CROP,false,,ALL#FUELS#BIOF#BIOFUEL_C_BASED#BIOETH_CROP,ALL,FUELS,BIOF,BIOFUEL_C_BASED,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP,BIOETH_CROP
Arable land,ALAND,false,,ALL#ALAND,ALL,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND,ALAND
Beef cows,BEEF_COWS,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_BOVINE_ANIMALS#LIVESTOCK_BOVINE_ANIMALS_CATTLE#CATTLE-ADULT#COW#BEEF_COWS,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_BOVINE_ANIMALS,LIVESTOCK_BOVINE_ANIMALS_CATTLE,CATTLE-ADULT,COW,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS,BEEF_COWS
Soft White Spring,SWS,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHTUSA#SWS,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHTUSA,SWS,SWS,SWS,SWS,SWS,SWS,SWS,SWS
Ethanol  Hydrous for Other Uses,HYD_OTHER,false,,ALL#AGS#LIQUID_AGS#ETOH#HYD_OTHER,ALL,AGS,LIQUID_AGS,ETOH,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER,HYD_OTHER
Palmist flour,PLMFL,false,,ALL#PALM_TREE#PT_SEEDS#PLMFL,ALL,PALM_TREE,PT_SEEDS,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL,PLMFL
Wheat Bran Pellets,WHT_B_P,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#BYP_SWHT#WHTBran#WHT_B_P,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,BYP_SWHT,WHTBran,WHT_B_P,WHT_B_P,WHT_B_P,WHT_B_P,WHT_B_P,WHT_B_P,WHT_B_P,WHT_B_P,WHT_B_P
Advanced Gasoline (EU),ADV_GASO_EU,false,,ALL#FUELS#BIOF#ADV_BIOF_EUREDIXA#ADV_GASO_EU,ALL,FUELS,BIOF,ADV_BIOF_EUREDIXA,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU,ADV_GASO_EU
Low Sulfur Diesel Fuel,LSDF,false,,ALL#FUELS#FOSS_FUEL#DIESEL#LSDF,ALL,FUELS,FOSS_FUEL,DIESEL,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF,LSDF
Organic White Oat,OBOAT,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_MIX_GRAINS_EXC_MASLIN#OAT_BYPOAT#OAT#WOAT#OBOAT,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_MIX_GRAINS_EXC_MASLIN,OAT_BYPOAT,OAT,WOAT,OBOAT,OBOAT,OBOAT,OBOAT,OBOAT,OBOAT,OBOAT,OBOAT,OBOAT,OBOAT,OBOAT
Beef brisket with bones,BEEFBRISKETWITHBONES,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#BEEF#BEEFBRISKETWITHBONES,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,BEEF,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES,BEEFBRISKETWITHBONES
Fertilizers containing P&K,FERT_PK,false,,ALL#AGS#FERT#FERTDMX#FERT_PK,ALL,AGS,FERT,FERTDMX,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK,FERT_PK
Cattle in integrated Farm ,CATTLEINT,false,,ALL#AGS#BULK_AGS#LIVESTOCK#Cattle_LV#CATTLEINT,ALL,AGS,BULK_AGS,LIVESTOCK,Cattle_LV,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT,CATTLEINT
Sugar Small Grains,SUG_S,false,,ALL#AGS#BULK_AGS#SUG_BYPSUG#SUG#WHITE_SUG#SUG_S,ALL,AGS,BULK_AGS,SUG_BYPSUG,SUG,WHITE_SUG,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S,SUG_S
White corn on the cob,WHITECORNONTHECOB,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#CRN_BYPCRN#CRN#WCRN#WHITECORNONTHECOB,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,CRN_BYPCRN,CRN,WCRN,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB,WHITECORNONTHECOB
CBF,CANNABIFURAN,false,,ALL#CHEMS#CANNABIFURAN,ALL,CHEMS,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN,CANNABIFURAN
Hydrogénosulfure de sodium,NASS,false,,ALL#CHEMS#NASS,ALL,CHEMS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS,NASS
Refined Palm Kernel Oil,RPKO,false,,ALL#AGS#LIQUID_AGS#LAURICS#LAO#PKO#RPKO,ALL,AGS,LIQUID_AGS,LAURICS,LAO,PKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO,RPKO
PRESERVED TOMATO,PRESERVEDTOMATO,false,,ALL#AGS#TOMATO#PRESERVEDTOMATO,ALL,AGS,TOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO,PRESERVEDTOMATO
CALCIUM NITRATE,CANO32,false,,ALL#AGS#FERT#NITROGEN#FERTNITRO#FERTDN_OTHER#CANO32,ALL,AGS,FERT,NITROGEN,FERTNITRO,FERTDN_OTHER,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32,CANO32
Sea bream  (>0.3/fish),SBREAM,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#SBREAM,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM,SBREAM
Heifers 500 lbs and over,HEIF_500,true,[],LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_BOVINE_ANIMALS#LIVESTOCK_BOVINE_ANIMALS_CATTLE#CATTLE-ADULT#HEIF#HEIF_500,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_BOVINE_ANIMALS,LIVESTOCK_BOVINE_ANIMALS_CATTLE,CATTLE-ADULT,HEIF,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500,HEIF_500
BLACK TILAPIA FISH,B-T-F,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#B-T-F,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F,B-T-F
Maltodextrin,Maltodextrin,false,,ALL#AGS#FOOD_PRO#Maltodextrin,ALL,AGS,FOOD_PRO,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin,Maltodextrin
Spring Durum Wheat,SPRING_DURUM,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#DWHT_BYPDWHT#DWHT#SPRING_DURUM,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,DWHT_BYPDWHT,DWHT,SPRING_DURUM,SPRING_DURUM,SPRING_DURUM,SPRING_DURUM,SPRING_DURUM,SPRING_DURUM,SPRING_DURUM,SPRING_DURUM,SPRING_DURUM,SPRING_DURUM
Agri-food,AGRIFOOD,false,,ALL#AGS#AGRIFOOD,ALL,AGS,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD,AGRIFOOD
Other Biofuel,OTHER_BIOF,false,,ALL#FUELS#BIOF#OTHER_BIOF,ALL,FUELS,BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF,OTHER_BIOF
Ethanol Denatured,ETOHDENA,false,,ALL#AGS#LIQUID_AGS#ETOH#ETOHDENA,ALL,AGS,LIQUID_AGS,ETOH,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA,ETOHDENA
Nuts,NUTS,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#NUTS,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS,NUTS
"Meat sheep or goats, fresh or frozen",MEAT-SHEEP-GOAT,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#MEAT-SHEEP-GOAT,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT,MEAT-SHEEP-GOAT
Other plants harvested green from arable land n.e.c.,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,false,,ALL#AGS#PLANTS_HARVGREEN_ARABLE_LAND#PLANTS_HARVGREEN_ARABLE_LAND_OTHER,ALL,AGS,PLANTS_HARVGREEN_ARABLE_LAND,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER,PLANTS_HARVGREEN_ARABLE_LAND_OTHER
No.5 CE,NO5CE,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#CRN_BYPCRN#CRN#NO5CE,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,CRN_BYPCRN,CRN,NO5CE,NO5CE,NO5CE,NO5CE,NO5CE,NO5CE,NO5CE,NO5CE,NO5CE,NO5CE,NO5CE,NO5CE
Milk Feed 18%,FEED_MILK_18,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#MILK_F#FEED_MILK_18,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,MILK_F,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18,FEED_MILK_18
PEAS WHOLE,PEAS,false,,ALL#AGS#GRAIN_OILSEEDS#PEAS,ALL,AGS,GRAIN_OILSEEDS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS,PEAS
Meat offal other,MOFFAO,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#MOTH#MOFFAO,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,MOTH,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO,MOFFAO
Nitrate Other Potassium,NITRATEOTHK,false,,ALL#AGS#FERT#NITROGEN#FERTNITRO#NITRATE#NITRATEOTHK,ALL,AGS,FERT,NITROGEN,FERTNITRO,NITRATE,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK,NITRATEOTHK
