Product,Location,Item,Cut-off Date,Value,Value Period,Value Period multiplier,Value Period Aggregation Type,Crop Year,Value Unit,Value Unit multiplier
Soft wheat,Cuenca del Salado,area_planted,2008-11-01,87,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,SAN LUIS ARG,area_planted,2008-11-01,15,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2008-11-01,1150,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2008-11-01,920,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2008-11-01,173,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,Cuenca del Salado,area_planted,2009-02-01,84,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,Argentina,area_planted,2009-01-01,17750,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SALTA TUCUMAN,area_planted,2009-01-01,1200,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_planted,2009-01-01,2380,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH CORDOBA,area_planted,2009-01-01,1300,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CENTRAL NORTH SANTA FE,area_planted,2009-01-01,990,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,NORTH BELT,area_planted,2009-01-01,3550,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH BELT,area_planted,2009-01-01,2600,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2009-01-01,1068,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2009-01-01,1310,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2009-01-01,495,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2009-01-01,267,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2009-01-01,560,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SAN LUIS ARG,area_planted,2009-01-01,130,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,Cuenca del Salado,area_planted,2009-01-01,150,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,Argentina_Others,area_planted,2009-01-01,30,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CHACO SANTIAGO,area_planted,2009-01-01,1720,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH BELT,area_planted,2008-01-01,2525,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,Argentina,area_planted,2007-11-01,5450,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2008-02-01,140,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2008-02-01,560,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2008-02-01,143,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SOUTH BELT,area_planted,2008-02-01,475,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,NORTH BELT,area_planted,2008-02-01,530,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_planted,2008-02-01,210,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SOUTH CORDOBA,area_planted,2008-02-01,490,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_planted,2008-02-01,415,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CHACO SANTIAGO,area_planted,2008-02-01,325,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SALTA TUCUMAN,area_planted,2008-02-01,210,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2007-11-01,1342,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2007-11-01,945,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2007-11-01,217,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2007-11-01,185,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2007-11-01,411,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2007-11-01,665,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_planted,2007-11-01,246,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_planted,2007-11-01,195,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_planted,2007-11-01,496,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_planted,2007-11-01,98,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_planted,2007-11-01,365,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2008-02-01,160,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2008-02-01,87,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SAN LUIS ARG,area_planted,2008-02-01,155,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,Argentina,area_planted,2008-02-01,3900,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,Argentina,area_planted,2008-01-01,16600,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2008-01-01,455,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2008-01-01,245,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2008-01-01,440,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2008-01-01,1205,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2008-01-01,1135,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,NORTH BELT,area_planted,2008-01-01,3350,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CENTRAL NORTH SANTA FE,area_planted,2008-01-01,985,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,SOUTH CORDOBA,area_planted,2008-01-01,1345,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_planted,2008-01-01,2110,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CHACO SANTIAGO,area_planted,2008-01-01,1440,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,SALTA TUCUMAN,area_planted,2008-01-01,1090,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2007-11-01,260,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_planted,2007-02-01,168,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2007-01-01,420,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,Argentina,area_planted,2007-01-01,16100,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2007-02-01,89,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,NORTH BELT,area_planted,2007-01-01,3355,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,SOUTH BELT,area_planted,2007-01-01,2475,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2007-01-01,1100,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2007-01-01,250,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2007-01-01,470,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2007-02-01,120,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2007-02-01,150,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,Argentina,area_planted,2007-02-01,3450,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2007-02-01,530,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SALTA TUCUMAN,area_planted,2007-02-01,192,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2006-11-01,650,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2006-11-01,400,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2006-11-01,210,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2006-11-01,210,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2006-11-01,940,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2007-02-01,120,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,Argentina,area_planted,2006-11-01,5380,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2006-11-01,1410,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,CHACO SANTIAGO,area_planted,2007-02-01,300,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_planted,2007-02-01,395,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH CORDOBA,area_planted,2007-02-01,431,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,NORTH BELT,area_planted,2007-02-01,455,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH BELT,area_planted,2007-02-01,400,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2006-02-01,61,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,Argentina,area_planted,2005-11-01,5210,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2006-02-01,112,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2006-02-01,80,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2006-02-01,110,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,SOUTH BELT,area_planted,2006-02-01,370,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,NORTH BELT,area_planted,2006-02-01,392,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,SOUTH BELT,area_planted,2006-01-01,2430,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2005-11-01,1440,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2005-11-01,1120,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2005-11-01,200,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2005-11-01,150,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2005-11-01,360,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2005-11-01,580,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2006-01-01,1060,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,Argentina,area_planted,2006-02-01,2950,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2006-01-01,390,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2006-01-01,220,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,Argentina,area_planted,2006-01-01,15630,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,NORTH BELT,area_planted,2006-01-01,3250,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2006-01-01,450,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2005-02-01,76,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2004-11-01,640,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2004-11-01,380,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2004-11-01,225,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2004-11-01,220,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2004-11-01,1365,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2004-11-01,1580,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,Argentina,area_planted,2004-11-01,6090,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,SOUTH BELT,area_planted,2005-02-01,422,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2005-02-01,110,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,NORTH BELT,area_planted,2005-02-01,580,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2005-02-01,250,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2005-01-01,250,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2005-02-01,212,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2005-01-01,320,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2005-01-01,190,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,Argentina,area_planted,2005-01-01,14670,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2005-01-01,1000,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,SOUTH BELT,area_planted,2005-01-01,2550,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,NORTH BELT,area_planted,2005-01-01,3030,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,Argentina,area_planted,2005-02-01,3400,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2004-02-01,68,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2003-11-01,600,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2003-11-01,390,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2003-11-01,205,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2003-11-01,185,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2003-11-01,1320,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2003-11-01,1570,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,SOUTH BELT,area_planted,2004-02-01,356,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2004-02-01,88,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,NORTH BELT,area_planted,2004-02-01,357,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,Argentina,area_planted,2004-01-01,14500,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2004-01-01,460,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2004-01-01,230,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2004-01-01,250,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2004-01-01,880,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,SOUTH BELT,area_planted,2004-01-01,2500,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,NORTH BELT,area_planted,2004-01-01,3100,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,Argentina,area_planted,2004-02-01,2800,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2004-02-01,202,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2004-02-01,240,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,Argentina,area_planted,2003-11-01,5830,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2003-02-01,85,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,SOUTH BELT,area_planted,2003-02-01,342,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,Argentina,area_planted,2003-01-01,12800,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2003-01-01,190,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2003-01-01,100,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2003-01-01,180,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2003-01-01,780,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,SOUTH BELT,area_planted,2003-01-01,2450,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,NORTH BELT,area_planted,2003-01-01,2920,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,Argentina,area_planted,2003-02-01,2900,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2003-02-01,220,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2003-02-01,230,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2003-02-01,65,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2002-11-01,640,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2002-11-01,480,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2002-11-01,230,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2002-11-01,180,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2002-11-01,1400,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,Argentina,area_planted,2002-11-01,6000,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,NORTH BELT,area_planted,2003-02-01,340,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2002-11-01,1450,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2001-11-01,180,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,Argentina,area_planted,2002-02-01,3000,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,Argentina,area_planted,2002-01-01,11700,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2002-01-01,160,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2002-01-01,60,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2002-01-01,160,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2002-01-01,230,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,SOUTH BELT,area_planted,2002-01-01,2200,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,NORTH BELT,area_planted,2002-01-01,3150,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2002-02-01,245,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2002-02-01,240,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2002-02-01,68,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2002-02-01,96,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,SOUTH BELT,area_planted,2002-02-01,352,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,NORTH BELT,area_planted,2002-02-01,350,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,Argentina,area_planted,2001-11-01,7000,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2001-11-01,1500,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2001-11-01,1430,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2001-11-01,390,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2001-11-01,715,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2001-11-01,900,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,NORTH BELT,area_planted,2001-01-01,3140,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,Argentina,area_planted,2001-01-01,11140,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2001-01-01,150,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2001-01-01,85,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2001-01-01,150,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2001-01-01,150,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,SOUTH BELT,area_planted,2001-01-01,2100,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,Argentina,area_planted,2001-02-01,3750,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2000-11-01,740,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2001-02-01,290,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2001-02-01,325,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2001-02-01,122,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2001-02-01,135,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,SOUTH BELT,area_planted,2001-02-01,545,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,NORTH BELT,area_planted,2001-02-01,400,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,Argentina,area_planted,2000-11-01,6500,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2000-11-01,1600,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2000-11-01,1280,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2000-11-01,210,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2000-11-01,300,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2000-11-01,830,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,Argentina,crop-production,2025-02-01,49000,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2026-02-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Corn,NORTH BELT,area_harvested,2026-02-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_harvested,2026-02-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Corn,SOUTH CORDOBA,area_harvested,2026-02-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_harvested,2026-02-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Corn,CHACO SANTIAGO,area_harvested,2026-02-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,Argentina,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,Argentina_Others,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,Cuenca del Salado,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,SAN LUIS ARG,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_harvested,2025-11-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
